pseudomonas,0.9999956598143108
escherichia,3.948421361770534e-06
klebsiella,3.913994767846666e-07
acinetobacter,3.6485041009205223e-10
enterobacter,2.66353283440752e-16
staphylococcus,9.33934015192675e-18
enterococcus,6.845679360157436e-22
